Text;Tweet;Class
3 Fakta Pengemplang Pajak Bisa Makin Banyak Gara-gara Tax Amnesty Ada Lagi ðŸ””Â #jumatberkah https://t.co/bxMY1LxL7m;fakta kemplang pajak gara-gara taxamnesty;negative
"Inkonsistensi Jokowi ditax Amnesty Jilid II &amp; Kereta Cepat Telan APBN

Dlm waktu yg hampir berdekatan, Jokowi menguâ€¦ https://t.co/Xb88CLK5VA";"Inkonsistensi Jokowi ditaxamnesty jilidii & Kereta Cepat Telan APBN

Dalam waktu yang hampir berdekatan, Jokowi mengubah kebijakannya atas taxamnesty atau pengampunan pajak yang kini ada jilid 2 dan pendanaan proyek Kereta Cepat Jakarta - Bandung yang kini bisa dibiayai APBN.

#PajakPerasRakyat";negative
RT @OryzaSalim: Salah satu poin yang paling kontroversial dalam RUU HPP adalah diadakannya lagi program pengampunan pajak atau Tax Amnesty,â€¦;salah poin kontroversial ruuhpp ada program ampun pajak taxamnesty;negative
duh ,,, Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pâ€¦ https://t.co/qF0YCrcFN0;"duh ,,, Bhima menilai taxamnesty jilidii bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.
#PajakPerasRakyat
#PajakPerasRakyat
tirto.id";negative
RT @OryzaSalim: Menteri Keuangan Sri Mulyani sendiri sempat mengungkapkan kekecewaannya meski menyebut penerimaan negara dalam Tax Amnestyâ€¦;menteri uang sri mulyani kecewa sebut terima negara taxamnesty;negative
@MardaniAliSera Btw, Tax Amnesty diberikan berkali2 dalam jangka waktu 2 tahun, itu kebijakan BODOH alias GOBLOK apa KORUP?;btw taxamnesty kali jangka bijak bodoh alias goblok korup;negative
"#PajakPerasRakyat
#PajakPerasRakyat

Ekonom Ini Sebut Tax Amnesty hanya Bikin Pengemplang Pajak Happy https://t.co/87qRT4Fe2v";pajakperasrakyat pajakperasrakyat ekonom taxamnesty bikin kemplang pajak happy;negative
Menteri Keuangan Sri Mulyani sendiri sempat mengungkapkan kekecewaannya meski menyebut penerimaan negara dalam Taxâ€¦ https://t.co/0jkec3lmiH;"Menteri Keuangan Sri Mulyani sendiri sempat mengungkapkan kekecewaannya meski menyebut penerimaan negara dalam taxamnesty cukup signifikan.

#PajakPerasRakyat 
#PajakPerasRakyat";negative
Program Tax Amnesty Jilid II yang dibalut dalam UU HPP juga dikritik karena jaraknya yang terlampau dekat Tax Amnesâ€¦ https://t.co/xdxMGqS5fl;"Program taxamnesty jilidii yang dibalut dalam uuhpp juga dikritik karena jaraknya yang terlampau dekat taxamnesty jilidi tahun 2016. Pemerintah dianggap tidak konsisten karena 2016 lalu disebutkan satu-satunya kesempatan bagi Wajib Pajak

#PajakPerasRakyat 
#PajakPerasRakyat";negative
Salah satu poin yang paling kontroversial dalam RUU HPP adalah diadakannya lagi program pengampunan pajak atau Taxâ€¦ https://t.co/npuvDWBxUh;"Salah satu poin yang paling kontroversial dalam ruuhpp adalah diadakannya lagi program pengampunan pajak atau taxamnesty, seperti yang pernah terjadi pada tahun 2016 lalu.

#PajakPerasRakyat 
#PajakPerasRakyat";negative
"Tax Amnesty Diadakan Lagi, Pengemplang Pajak Bisa Makin Banyak!

Harusnya di buru malah diampuni

Yang diburu  yangâ€¦ https://t.co/EmcFouoUQn";"taxamnesty Diadakan Lagi, Pengemplang Pajak Bisa Makin Banyak!

Harusnya di buru malah diampuni

Yang diburu  yang recehan

#PajakPerasRakyat
#PajakPerasRakyat";negative
"perlu disimak hmm...
Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunaâ€¦ https://t.co/hSVywA9o2c";simak hmm bhima nilai taxamnesty jilidii blunder dampak penuruna;negative
"#PajakPerasRakyat
#PajakPerasRakyat

Mau ada pengampunan lagi buat cukong? 
Tax Amnesty yang sebelumnya hasilnya apâ€¦ https://t.co/9KE7nnQUCt";"#PajakPerasRakyat
#PajakPerasRakyat

Mau ada pengampunan lagi buat cukong? 
taxamnesty yang sebelumnya hasilnya apa sih? 
Kenapa musti pakai jilid 2? 

Gak pernah dikasih evaluasi transparan.";negative
"Nanti ada yang kumat ngempalang.
Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan paâ€¦ https://t.co/uAFWQYg2tN";kumat ngempalang amat ekonomi direktur celios bhima yudhistira nilai ampun pajak;negative
"Tahun Depan PPN Naik dan Ada Tax Amnesty, Menkeu Sebut Bakal Raup Rp130 Triliun

Ah tetap aja ngutang lagi ngutangâ€¦ https://t.co/aRKVyESIIn";ppn taxamnesty menkeu raup rp triliun ah aja ngutang ngutang;negative
Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan pajak  jilid II tahun depan belum tâ€¦ https://t.co/wn3UOr98I4;"Pengamat ekonomi sekaligus Direktur Celios Bhima Yudhistira menilai pengampunan pajak  jilidii tahun depan belum tentu efektif. Bahkan, Bhima menyebut taxamnesty hanya akan membuat pengemplang pajak semakin bahagia. 
#PajakPerasRakyat
#PajakPerasRakyat";negative
Bhima menilai tax amnesty jilid II bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.â€¦ https://t.co/sgO7Ex4xgM;"Bhima menilai taxamnesty jilidii bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.
#PajakPerasRakyat
#PajakPerasRakyat";negative
"RT @SultanAliNatadi: INKONSISTENSI = DUSTA

Sekali dusta
Selamanya dusta
Dusta itu sulit diubah
Karena ia mendarah daging

#JokowiBohongLagâ€¦";inkonsistensi dusta dusta dusta dusta sulit ubah darah daging jokowibohonglag;negative
"Tiga yang terbaru:

1. Kereta Cepat
2. Tax Amnesty
3. Tambah Utang

Memang jenius";baru kereta cepat taxamnesty utang jenius;negative
Jokowi Ingkar Janji, dari Tax Amnesty Sampai Kereta Cepat TanpaÂ APBN https://t.co/hE7mSWx00i;jokowi ingkar janji taxamnesty kereta cepat apbn;negative
"Ekonom Ini Sebut Tax Amnesty hanya Bikin Pengemplang Pajak Happy

 #Sindonews #BukanBeritaBiasa .https://t.co/HJjVshKY81";ekonom taxamnesty bikin kemplang pajak happy sindonews bukanberitabiasa;negative
"RT @RelawanProSandi: Bukti #JokowiJenius_TapiBoong 

Tempo mencatat setidaknya ada tiga janji Jokowi di bidang ekonomi yang tak ditepati. Bâ€¦";bukti jokowi jenius tapiboong tempo catat janji jokowi bidang ekonomi tepat b;negative
"INGKAR JANJI SUDAH KEBIASAAN....TERUS DAN TERUS DILAKUKAN......ðŸ˜‚ðŸ˜‚ðŸ˜‚

 https://t.co/rvzZEMFVLo";ingkar janji biasa;negative
Program tax amnesty jilid II bisa membuat pengemplang pajak semakin banyak dan menyepelekan karena menganggap kebijâ€¦ https://t.co/wdA7fjjSGb;Program taxamnesty jilidii bisa membuat pengemplang pajak semakin banyak dan menyepelekan karena menganggap kebijakan ini bisa dilakukan berkali-kali.;negative
RT @detikfinance: Presiden Joko Widodo (Jokowi) mengizinkan program pengampunan pajak (tax amnesty) jilid II. Langkah ini dinilai menurunkaâ€¦;presiden joko widodo jokowi izin program ampun pajak taxamnesty jilidii langkah nilai menurunkan;negative
"Inikah kebijakan jeniius atau pesan cukong pilpres? 
Pengeplang pajak dikasih tax amnesty, rakyat dinaikan pajaknya? https://t.co/5UZ7gFZiTZ";bijak jeniius pesan cukong pilpres plang pajak kasih taxamnesty rakyat naik pajak;negative
"Ingkar janji, dari tax amnesty sampai kereta cepat tanpa APBN. ðŸ™„

#JokowiBohongLagi https://t.co/RCY1ncr51T";ingkar janji taxamnesty kereta cepat apbn jokowibohonglagi;negative
"Aseeeekkkkk ðŸ™„ðŸ™„ðŸ™„

Program Tax Amnesty jilid II akan dimulai selama 6 bulan, dari 1 Januari sampai 30 Juni 2022.

Katâ€¦ https://t.co/IIJu0khfrE";"Asik

Program taxamnesty jilidii akan dimulai selama 6 bulan, dari 1 Januari sampai 30 Juni 2022.

Katanya ndak akan ngulang ""pengampunan pajak""

Padahal yang dulu gagal nambah pemasukan negara sektor pajak";negative
"RT @Comedy02311504: @RamliRizal Kebijakan plinplan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN
https://t.co/3GxqGI8YWd

Rocky Gerâ€¦";bijak plinplan jokowi taxamnesty jilidii-kereta cepat pakai apbn rockygerung;negative
"@marlina_idha Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN
https://t.co/3GxqGI8YWd

Rocâ€¦ https://t.co/Zj7W61hgcE";bijak plinplan jokowi taxamnesty jilidii-kereta cepat pakai apbn rockygerung;negative
@MardaniAliSera Kalau 2x bukan lg Tax Amnesty tp disitulah saking geniusnya jokowi;lagi taxamnesty tapi situ saking genius jokowi;negative
"RT @Mudjibur_Rohman: Kebijakan plin-plan alias mencla-mencle. Udah biasa laah... 
#JokowiBohongLagi https://t.co/yfRYZHaDa8";bijak plinplan alias mencla-mencle udah laah jokowibohonglagi;negative
Pak â¦@jokowiâ© Jenius dalam berjanji https://t.co/smhbEHQ3UY;jenius janji;positive
@alisyarief @jokowi Dengan trik trik utk menzolimi rakyat.. dalihnya tax amnesty.. siapa yg di rugikan.. jawabnya Rakyat selalu;trik trik untuk menzolimi rakyat dalih taxamnesty yang rugi rakyat;negative
"RT @detikcom: ""Pengemplang pajak yang jelas-jelas tidak patuh pada tax amnesty jilid I harusnya dihukum sesuai aturan, bukan kemudian diampâ€¦";kemplang pajak jelas patuh taxamnesty jilidi hukum sesuai atur diampuni;negative
"Yg bikin kaget justru kl dia tepatin janjinya. 
Kl ingkar janji dia memang jagonya https://t.co/yg2k1Nc6qA";yang bikin kaget kalau tepatin janji kalau ingkar janji jago;negative
RT @detikfinance: Program tax amnesty jilid II bisa membuat pengemplang pajak semakin banyak dan menyepelekan karena menganggap kebijakan iâ€¦;program taxamnesty jilidii kemplang pajak sepele anggap bijak i;negative
"RT @herditiya1: Tagar #JokowiBohongLagi  sepertinya kurang pas.

Ingkar Janji Jokowi, dari Tax Amnesty sampai Kereta Cepat Tanpa APBN 
 httâ€¦";tagar jokowi bohong lagi pas ingkar janji jokowi taxamnesty kereta cepat apbn htt;negative
"RT @Furqanjurdi1: Rezim Jokowi ""munafik"". Munafik itu bkn menyerang pribadi, tetpi ia melekat pd diri org yg apabila berbicara ia berbohongâ€¦";rezim jokowi munafik munafik bukan serang pribadi tetpi lekat pada oraig yang bicara bohong;negative
"Tagar #JokowiBohongLagi  sepertinya kurang pas.

Ingkar Janji Jokowi, dari Tax Amnesty sampai Kereta Cepat Tanpa APâ€¦ https://t.co/E0ERvZmXuu";"Tagar #JokowiBohongLagi  sepertinya kurang pas.

Ingkar Janji Jokowi, dari taxamnesty sampai Kereta Cepat Tanpa APBN";negative
"Rezim Jokowi ""munafik"". Munafik itu bkn menyerang pribadi, tetpi ia melekat pd diri org yg apabila berbicara ia berâ€¦ https://t.co/8AMnfyAClm";"Rezim Jokowi ""munafik"". Munafik itu bukan menyerang pribadi, tetpi ia melekat pada diri orang yang apabila berbicara ia berbohong, lain di mulut, lain di hati, kalau berjanji ia ingkar. orang itu oleh Islam disifati sebagai munafik.
#JokowiBohongLagi";negative
@tempodotco Menurut saya tax amnesty jilid 2 seharusnya ditiadakan, karena bisa buat masyarakat semakin lalai bayar pajak.;taxamnesty jilid tiada masyarakat lalai bayar pajak;negative
@KetumProDEMnew Tenaang, ada tax amnesty, selamat lah itu pandora pampers.ðŸ¤£;tenaang taxamnesty selamat pandora pampers;negative
Pemerintah berencana untuk memberikan kebijakan pengampunan pajak atau Tax Amnesty Jilid II, tujuannya untuk makinâ€¦ https://t.co/VPVxfSnEgP;Pemerintah berencana untuk memberikan kebijakan pengampunan pajak atau taxamnesty jilidii, tujuannya untuk makin menggenjot penerimaan negara dari pajak. #Pajak #Ekonomi #beritaterkini;positive
RT @Bams_363636: @tempodotco Berarti tambah 2 lagi janji yang tidak di tepati. Tax amnesty dan kereta cepat tanpa APBN,total jadi 67 . Iniâ€¦;janji tidak tepat taxamnesty kereta cepat apbntotal;negative
Ini efek terlalu geninus https://t.co/V0ChpVOxJy;efek geninus;negative
ya elah pak yang bener aja https://t.co/3b8Zp9gnBa;ya elah bener aja;negative
"lho, ada hestek #JokowiBohongLagi 

https://t.co/g7G8otXUss";lho hestek jokowibohonglagi;negative
Tax Amnesty II Dapat Kritikan Pedas, Ini Tanggapan Pemerintah https://t.co/NKdiSXKBZj;taxamnesty ii kritik pedas tanggap pemerintah;negative
"Bukti #JokowiJenius_TapiBoong 

Tempo mencatat setidaknya ada tiga janji Jokowi di bidang ekonomi yang tak ditepatiâ€¦ https://t.co/dw1P6lT7gc";"Bukti #JokowiJenius_TapiBoong 

Tempo mencatat setidaknya ada tiga janji Jokowi di bidang ekonomi yang tak ditepati. Berikut ini rinciannya";negative
"Belum ada seminggu Jokowi Genius.
Lah sekarang Kebijakan Jokowi sudah  PLIN-PLAN.

ðŸ¤£ðŸ¤£ðŸ¤£

Jeniusnya kok ya ga sampaiâ€¦ https://t.co/IGBIZEITVC";minggu jokowi genius bijak jokowi plinplan jenius ya ga;negative
"RT @rabkaraseac: Janji tinggal janji. 

https://t.co/8pLgzBaoaG";janji tinggal janji;negative
"RT @herditiya1: Bukan planga plongo tapi orang jenius kerap kali linglung alias plin-plan.

Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid Iâ€¦";planga plongo orang jenius kerap kali linglung alias plinplan bijak plinplan jokowi taxamnesty jilidi;negative
Berita ini dijadikan #JokowiBohongLagi....padahal dlm mengelola uang negara perlu strategi agar proyek yg ada bisaâ€¦ https://t.co/CrlCfUaMsN;Berita ini dijadikan #JokowiBohongLagi....padahal dalam mengelola uang negara perlu strategi agar proyek yang ada bisa berdampak memajukan perekonomian negara...maju terus Pakdhe Jokowi biar waktu yang menjawab hebatnya kereta cepat ni di masa mendatang…;positive
"""Pengemplang pajak yang jelas-jelas tidak patuh pada tax amnesty jilid I harusnya dihukum sesuai aturan, bukan kemuâ€¦ https://t.co/ZNvHpluLUR";"""Pengemplang pajak yang jelas-jelas tidak patuh pada taxamnesty jilidi harusnya dihukum sesuai aturan, bukan kemudian diampuni pada taxamnesty jilidii,""";negative
"@RamliRizal Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN
https://t.co/3GxqGI8YWd

Rockyâ€¦ https://t.co/1mJl9rhKtD";bijak plinplan jokowi taxamnesty jilidii-kereta cepat pakai apbn rockygerung;negative
"RT @TirtoID: Tax amnesty jilid II dinilai bisa jadi blunder karena malah bisa berdampak pada penurunan kepatuhan pajak.

https://t.co/BVBFqâ€¦";taxamnesty jilidii nilai blunder dampak turun patuh pajak;negative
"Dalam waktu yang hampir berdekatan Presiden Joko Widodo (Jokowi) mengubah kebijakannya. 

#JokowiBohongLagi
https://t.co/WRtE0nklSg";dekat presiden joko widodo jokowi ubah bijak jokowi bohong lagi;negative
"Menambah daftar kebohongan dan kebijakan poco - poco pemerintahan jokowi 
#JokowiBohongLagi
Inkonsistensi di Tax Amâ€¦ https://t.co/BQbPDfrJi7";"Menambah daftar kebohongan dan kebijakan poco - poco pemerintahan jokowi 
#JokowiBohongLagi
Inkonsistensi di taxamnesty jilidii dan Kereta Cepat Telan APBN";negative
"RT @detikfinance: ""Pengemplang pajak yang jelas-jelas tidak patuh pada tax amnesty jilid I harusnya dihukum sesuai aturan, bukan kemudian dâ€¦";kemplang pajak jelas patuh taxamnesty jilidi hukum sesuai atur;negative
RT @detikfinance: Direktur Riset CORE Indonesia, Piter Abdullah mengatakan kebijakan tax amnesty jilid II adalah bukti turunnya kredibilitaâ€¦;direktur riset core indonesia piter abdullah bijak taxamnesty jilidii bukti turun kredibilitas;negative
"@henrysubiakto Kalau kata ""plin-plan"" itu menjelekkan atau tidak ya? 
https://t.co/XNwztP8YWv";plinplan jelek ya;negative
RT @MentriPokemon: @PNS_Ababil Gimana tax revenue mau tinggi.. pejabrutnya aja ga bayar pajak, Harta diumpetin di luar negri. Pas ketauan,â€¦;gimana tax revenue pejabrutnya aja ga bayar pajak harta diumpetin negri pas tau;negative
Tax Amnesty Diadakan Lagi, Pengemplang Pajak Bisa Makin Banyak! ðŸ””Â #jumatberkah https://t.co/RWmIVMYpmJ;taxamnesty ada kemplang pajak jumatberkah;negative
"Bukan planga plongo tapi orang jenius kerap kali linglung alias plin-plan.

Kebijakan Plin-plan Jokowi: Tax Amnestyâ€¦ https://t.co/nxgc2mURFv";"Bukan planga plongo tapi orang jenius kerap kali linglung alias plinplan.

Kebijakan plinplan Jokowi: taxamnesty jilidii-Kereta Cepat Pakai APBN";negative
"RT @Wandystjk: Pak Jokowi, Pengemplang Pajak Harusnya Dieksekusi Jangan Diampuni. Setuju pakðŸ‘ðŸ‘ðŸ‘

https://t.co/cb5LPVqhz3

Direktur Riset COâ€¦";jokowi kemplang pajak eksekusi ampun tuju direktur riset co;negative
"Pak Jokowi, Pengemplang Pajak Harusnya Dieksekusi Jangan Diampuni. Setuju pakðŸ‘ðŸ‘ðŸ‘

https://t.co/cb5LPVqhz3

Direkturâ€¦ https://t.co/LdjnFP6xG9";jokowi kemplang pajak eksekusi ampun tuju direktur;negative
Direktur Riset CORE Indonesia, Piter Abdullah mengatakan kebijakan tax amnesty jilid II adalah bukti turunnya krediâ€¦ https://t.co/VoDceYFXnO;Direktur Riset CORE Indonesia, Piter Abdullah mengatakan kebijakan taxamnesty jilidii adalah bukti turunnya kredibilitas pemerintah.;negative
"Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN

LOL!
Jadi inget buzzer NKRI yang sering bâ€¦ https://t.co/Ue8uzGee6l";"Kebijakan plinplan Jokowi: taxamnesty jilidii-Kereta Cepat Pakai APBN

LOL!
Jadi inget buzzer NKRI yang sering bangga-banggain bangun nggak pakai APBN/APBD";negative
"@alisyarief @jokowi Buat kelompok itu2 juga tax amnesty. Buat rakyat banyak tax exploitation. Makin jelas ada yg blm tuntas ""urusannya""...";kelompok taxamnesty rakyat tax exploitation yang belum tuntas urus;negative
"Sudah mau diulang lagi ""tax amnesty yg ke 2"". Tahu kan artinya? Pembebasan pajak untuk kelompok tertentu dalam periâ€¦ https://t.co/bqz7dgVCXG";"Sudah mau diulang lagi ""taxamnesty yang ke 2"". Tahu kan artinya? Pembebasan pajak untuk kelompok tertentu dalam periode tententu.

Untuk siapa itu? 
@jokowi
 Mengapa, dilakukan? Apa untungnya untuk negara? Buat rakyat ada nggak taxamnesty?";negative
@BennyMelva @GeiszChalifah Jenius dalam lip service? https://t.co/gLhH0jabWz;jenius lip service;negative
Gimana tax revenue mau tinggi.. pejabrutnya aja ga bayar pajak, Harta diumpetin di luar negri. Pas ketaâ€¦ https://t.co/X73q43UH40;Gimana tax revenue mau tinggi.. pejabrutnya aja ga bayar pajak, Harta diumpetin di luar negri. Pas ketauan, ehhhh langsung mau diadain taxamnesty;negative
"INKONSISTENSI = DUSTA

Sekali dusta
Selamanya dusta
Dusta itu sulit diubah
Karena ia mendarah dagingâ€¦ https://t.co/9C1lNp0cLT";"INKONSISTENSI = DUSTA

Sekali dusta
Selamanya dusta
Dusta itu sulit diubah
Karena ia mendarah daging

#JokowiBohongLagi
#JokowiBohongLagi";negative
RT @harisubagya: Lagi pingin GENJOT pajak, bahkan menaikan PPN, terus Awal2 ada tax amnesty. Mboh itunganya gimana, waktu itu jadi keluar uâ€¦;pingin genjot pajak naik ppn taxamnesty mboh itunganya gimana u;negative
katanya #JokowiPresidenJenius ?? aduh kasihan banget junjungannya slalu mendewakan beliau, pada buta mata, buta hatâ€¦ https://t.co/2RefBKY91v;katanya #JokowiPresidenJenius ?? aduh kasihan banget junjungannya slalu mendewakan beliau, pada buta mata, buta hati atau buta pikiran kah kalian???;negative
"https://t.co/WMTcRhYb8z 
Perubahan kebijakan itu biasa dalam suatu pemerintahan. 
Semua ada sebab!
Tolong ralat katâ€¦ https://t.co/xYkPH0IkYC";"Perubahan kebijakan itu biasa dalam suatu pemerintahan. 
Semua ada sebab!
Tolong ralat kata plinplan dalam judul berita ini.";positive
@ariel_heryanto Judulnya ngejar, ujungnya tax amnesty. Lucu emg ðŸ¤£;judul ngejar ujung taxamnesty lucu emg;negative
@detikcom Kl ga salah tax amnesty yg lalu ga sesuai target ya?;kalau ga salah taxamnesty yang ga sesuai target ya;negative
Kok tega banget yah Rezim ini ? Rakyat kecil di buru2 pajak sedangkan Pengemplang pajak besar di beri Tax Amnesty dâ€¦ https://t.co/y9zmlLy9yY;Kok tega banget yah Rezim ini ? Rakyat kecil di buru2 pajak sedangkan Pengemplang pajak besar di beri taxamnesty dan Royalty batu bara di hapus Negara rugi;negative
Janji Bakal Terjadi Sekali Saja, Kini Tax Amnesty Ada JilidÂ Duanya https://t.co/lV31rDRRFy;janji taxamnesty jilid dua;positive
"Lho trus tax amnesty? 
Gila ya
Pengemplang pajak diberi amnesty
Rakyat kecil dinaikan tagihan pajaknya
Gila https://t.co/zsjyCY4cTe";lho trus taxamnesty gila ya kemplang pajak amnesty rakyat naik tagih pajak gila;negative
Tax amnesty Itu maksudnya adl keringanan dalam pajak,jadi para penunggak pajak mendptkan keringanan dalamâ€¦ https://t.co/JR8dq7E8Ki;taxamnesty Itu maksudnya adalah keringanan dalam pajak, jadi para penunggak pajak mendaptkan keringanan dalam hal membayar pajak. Ya kalo buat Pengusaha wong cilik/pekerja sih oke bolehlah, tapi kalo buat Pengusaha papan atas alias cukong kaum eksekutif masa harus dapat taxamnesty?;positive
"Kebijakan Plin-plan Jokowi: Tax Amnesty Jilid II-Kereta Cepat Pakai APBN https://t.co/LYbuqpGAEm 

Oooooohhhhhh
Oooâ€¦ https://t.co/0cbdvMaSe0";bijak plinplan jokowi taxamnesty jilidii-kereta cepat pakai apbn ooohhh ooo;negative
"padahal apbn thn depan defisit. 

https://t.co/7lwugWWFjQ";apbn thn defisit;negative
RT @Bisniscom: Efektivitas Tax Amnesty Jilid II Dipertanyakan https://t.co/phhryJztal;efektivitas taxamnesty jilidii tanya;negative
"RT @BrianJohn20New: @Rossali24295306 #PajakMemerasRakyat 
#PajakMemerasRakyat 

[Tax Amnesty II Mulai Januari 2022, Apa Bedanya Sama Jilidâ€¦";pajak memeras rakyat pajak memeras rakyat taxamnesty ii januari beda jilid;negative
Lagi pingin GENJOT pajak, bahkan menaikan PPN, terus Awal2 ada tax amnesty. Mboh itunganya gimana, waktu itu jadi kâ€¦ https://t.co/TB3oL7J54c;Lagi pingin GENJOT pajak, bahkan menaikan PPN, terus Awal2 ada taxamnesty. Mboh itunganya gimana, waktu itu jadi keluar uang lumayan. (G papa lah buat negara, juga buat mbangun) Ehh Ini ada berita PANDORA PAPERS. terus masih menjabat MENTERI. Ini gimana Bu Sri? ndang bali yo sri;negative
"RT @wotonnie: 3ï¸âƒ£MSD : UU pajak yang baru tersebut menguntungkan orang kaya
 Pertama; UU tersebut akan menghilangkan sanksi pidana pengemplâ€¦";msd uu pajak untung orang kaya uu hilang sanksi pidana pengemplang;negative
"RT @SitiPatimahAja: @Rossali24295306 #PajakMemerasRakyat 
#PajakMemerasRakyat 

ðŸ‰ðŸˆðŸŽðŸðŸ’ðŸ‡

[Tax Amnesty Jilid II Punya 2 Skema Kebijakan, Beriâ€¦";pajak memeras rakyat pajak memeras rakyat taxamnesty jilidii skema bijak;negative
Tax Amnesty atau pengampunan pajak bukan hanya ditujukan kpd Wajib Pajak orang kaya tapi untuk semua wajib pajak. Aâ€¦ https://t.co/dMg4XzHU7X;taxamnesty ampun pajak kepada wajib pajak orang kaya wajib pajak;positive
"@Rossali24295306 #PajakMemerasRakyat 
#PajakMemerasRakyat 

[Tax Amnesty II Mulai Januari 2022, Apa Bedanya Sama Jiâ€¦ https://t.co/9Oxzf0DVeU";pajak memeras rakyat pajak memeras rakyat taxamnesty ii januari beda;negative
"RT @pakarkampanye: Rakyat dicekek, temen dibebasin
 https://t.co/dFgOpZ0EBa";rakyat cekek temen dibebasin;negative
"Pemerintah saat ini SDG ""GALAK2"" KPD RAKYAT KECIL &amp; MENENGAH, KRN MEREKA LAGI ""MENGINCAR"" DENDA 100rb DARI RAKYAT Yâ€¦ https://t.co/vHzlfmp8SH";"Pemerintah saat ini SEDANG ""GALAK2"" KEPADA RAKYAT KECIL & MENENGAH, KARENA MEREKA LAGI ""MENGINCAR"" DENDA 100rb DARI RAKYAT YANG PUNYA KTP (JADI NPWP) KARENA GAK LAPOR SPT. DITAMBAH ADA taxamnesty (2016-2021), TUH RAKYAT SIAP2 DIGANJAR DENDA KARENA GAK LAPOR SPT TAHUNAN (100rb x 5 th (2016-2021))";negative
"@LkmnOkterman Pajak orang kaya dinaikan...
BUKAN UNTUK KDRUN.
Kecuali lu sok kaya !!!

https://t.co/gG1sJv1k9d";pajak orang kaya naik kdrun kecuali lu sok kaya;negative
"3ï¸âƒ£MSD : UU pajak yang baru tersebut menguntungkan orang kaya
 Pertama; UU tersebut akan menghilangkan sanksi pidanâ€¦ https://t.co/54FK3gz4xv";"MSD : UU pajak yang baru tersebut menguntungkan orang kaya
 Pertama UU tersebut akan menghilangkan sanksi pidana pengemplang pajak. Kedua, ada pengurangan denda bagi penunggak pajak.
Ketiga, taxamnesty  terhadap pengakuan sukarela harta"" 
@msaid_didu
 ";negative
"RT @dnyn_ee: Pengusaha Tambang dan Sektor Keuangan yang Paling Diuntungkan Tax Amnesty Jilid II

https://t.co/AFK8pO7IGx";usaha tambang sektor uang untung taxamnesty jilidii;negative
"RT @AlifKamal__: https://t.co/cLlkqpQNE2

Tax Amnesty II sama saja berunding dengan maling...";taxamnesty ii runding maling;negative
@keepithink_crab @_ekokuntadhi wow rakyat jelata kena pajak, taipan dapan tax amnesty ..makmur sekali negri ini;wow rakyat jelata kena pajak taipan dap taxamnesty makmur negri;negative
 @pengarang_sajak @Galih_Akek2 Dan diberi tax amnesty lagi ..... bikin sakit hati yg bayar pajak dgn benar !;taxamnesty bikin sakit hati yang bayar pajak;negative
@msaid_didu Patutlah sibuk ubah NIK jdi NPWP n buat tax amnesty. Mau cpt cari dana segar buat cukong cina;patut sibuk ubah nik jdi npwp n taxamnesty cepat cari dana segar cukong cina;negative
" Itu tax amnesty om....ðŸ¤£
Namanya ngemplang pajak itu melaporkan pajak tidak semestiâ€¦ https://t.co/pcFh9PVPfn";"Itu taxamnesty om....
Namanya ngemplang pajak itu melaporkan pajak tidak semestinya (curang) dengan banyak modus salah satunya kerjasama dengan petugas pajak...";negative
Gimana pengemplang pajak mau sukarela harta dgn iming tax amnesty sedangkan sangsi pidana di hilangkan.â€¦ https://t.co/Z8W5NBYiVT;"Gimana pengemplang pajak mau sukarela harta dengan iming taxamnesty sedangkan sangsi pidana di hilangkan..
Pdip berkuasa jaman mega subsidi blbi, sekarang pdip berkuasa lewat jokowi uuhpp, bikin senang para maling.
Ngomong gak jauh pancasila dan nkri harga mati, kebijakan pro maling!";negative
Tax Amnesty Jilid II Bebaskan Pengemplang Pajak dari Jerat Hukum https://t.co/rt7VFWPEQP;taxamnesty jilidii bebas kemplang pajak jerat hukum;negative
 Tax amnesty untuk pelaku usaha yg pajak nya memang sangat besar, danâ€¦ https://t.co/sPlZA06bZg;"taxamnesty untuk pelaku usaha yang pajak nya memang sangat besar, dan Ada syarat dan ketentuan yang berlaku.
Mereka tetap bayar pajak, hanya bunga yang ditiadakan, bukan tanpa alesan, supaya meringankan dan mereka mau bayar pajak karena sangat berpengaruh untuk penghasilan negara";positive
@keuangannews_id Setelah hindari pajak dapat mengajukan Tax Amnesty (pengampunan pajak) !;hindar pajak aju taxamnesty ampun pajak;negative
